CASE,HFO,LSFO,LNG,HFOLNG,Persian Gulf(LNG),Persian Gulf(method),Japan(LNG),Japan(method),Singapore(LNG),Singapore(method),Valid,Explanation
7659,5,5,0,10,1,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7660,5,5,0,10,1,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
7661,5,5,0,10,1,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
7662,5,5,0,10,1,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
7663,5,5,0,10,1,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
7664,5,5,0,10,1,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
7665,5,5,0,10,1,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
7666,5,5,0,10,1,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
7667,5,5,0,10,1,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
7668,5,5,0,10,1,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
7669,5,5,0,10,1,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
7670,5,5,0,10,1,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
7671,5,5,0,10,1,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
7672,5,5,0,10,1,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
7673,5,5,0,10,1,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
7674,5,5,0,10,1,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
7675,5,5,0,10,1,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
7676,5,5,0,10,1,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
7677,5,5,0,10,1,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
7678,5,5,0,10,1,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
7679,5,5,0,10,1,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
7680,5,5,0,10,1,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
7681,5,5,0,10,1,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
7682,5,5,0,10,1,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
7683,5,5,0,10,1,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
7684,5,5,0,10,1,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
7685,5,5,0,10,1,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
7686,5,5,0,10,1,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
7687,5,5,0,10,1,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
7688,5,5,0,10,3,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
7689,5,5,0,10,3,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
7690,5,5,0,10,3,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
7691,5,5,0,10,3,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
7692,5,5,0,10,3,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
7693,5,5,0,10,3,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
7694,5,5,0,10,3,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
7695,5,5,0,10,3,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
7696,5,5,0,10,3,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
7697,5,5,0,10,3,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
7698,5,5,0,10,3,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
7699,5,5,0,10,3,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
7700,5,5,0,10,3,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
7701,5,5,0,10,3,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
7702,5,5,0,10,3,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
7703,5,5,0,10,3,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
7704,5,5,0,10,3,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
7705,5,5,0,10,3,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
7706,5,5,0,10,3,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
7707,5,5,0,10,3,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
7708,5,5,0,10,3,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
7709,5,5,0,10,3,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
7710,5,5,0,10,3,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
7711,5,5,0,10,3,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
7712,5,5,0,10,3,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
7713,5,5,0,10,3,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
7714,5,5,0,10,3,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
7715,5,5,0,10,3,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
7716,5,5,0,10,3,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
7717,5,5,0,10,3,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
7718,5,5,0,10,3,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
7719,5,5,0,10,3,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7720,5,5,0,10,3,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
7721,5,5,0,10,3,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
7722,5,5,0,10,3,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
7723,5,5,0,10,3,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
7724,5,5,0,10,3,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
7725,5,5,0,10,3,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
7726,5,5,0,10,3,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
7727,5,5,0,10,3,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
7728,5,5,0,10,3,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
7729,5,5,0,10,3,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
7730,5,5,0,10,3,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
7731,5,5,0,10,3,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
7732,5,5,0,10,3,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
7733,5,5,0,10,3,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
7734,5,5,0,10,3,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
7735,5,5,0,10,3,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
7736,5,5,0,10,3,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
7737,5,5,0,10,3,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
7738,5,5,0,10,3,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
7739,5,5,0,10,3,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
7740,5,5,0,10,3,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
7741,5,5,0,10,3,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
7742,5,5,0,10,3,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
7743,5,5,0,10,3,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
7744,5,5,0,10,3,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
7745,5,5,0,10,3,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
7746,5,5,0,10,3,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
7747,5,5,0,10,3,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
7748,5,5,0,10,3,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
7749,5,5,0,10,3,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
7750,5,5,0,10,3,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
7751,5,5,0,10,3,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
7752,5,5,0,10,3,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
7753,5,5,0,10,3,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
7754,5,5,0,10,3,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
7755,5,5,0,10,3,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
7756,5,5,0,10,3,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
7757,5,5,0,10,3,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
7758,5,5,0,10,3,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
7759,5,5,0,10,3,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
7760,5,5,0,10,3,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
7761,5,5,0,10,3,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
7762,5,5,0,10,3,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
7763,5,5,0,10,3,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
7764,5,5,0,10,3,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
7765,5,5,0,10,3,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
7766,5,5,0,10,3,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
7767,5,5,0,10,3,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
7768,5,5,0,10,3,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
7769,5,5,0,10,3,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
7770,5,5,0,10,3,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
7771,5,5,0,10,3,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
7772,5,5,0,10,3,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
7773,5,5,0,10,3,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
7774,5,5,0,10,3,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
7775,5,5,0,10,3,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
7776,5,5,0,10,3,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
7777,5,5,0,10,3,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
7778,5,5,0,10,3,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
7779,5,5,0,10,3,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7780,5,5,0,10,3,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
7781,5,5,0,10,3,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
7782,5,5,0,10,3,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
7783,5,5,0,10,3,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
7784,5,5,0,10,3,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
7785,5,5,0,10,3,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
7786,5,5,0,10,3,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
7787,5,5,0,10,3,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
7788,5,5,0,10,3,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
7789,5,5,0,10,3,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
7790,5,5,0,10,3,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
7791,5,5,0,10,3,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
7792,5,5,0,10,3,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
7793,5,5,0,10,3,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
7794,5,5,0,10,3,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
7795,5,5,0,10,3,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
7796,5,5,0,10,3,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
7797,5,5,0,10,3,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
7798,5,5,0,10,3,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
7799,5,5,0,10,3,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
7800,5,5,0,10,3,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
7801,5,5,0,10,3,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
7802,5,5,0,10,3,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
7803,5,5,0,10,3,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
7804,5,5,0,10,3,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
7805,5,5,0,10,3,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
7806,5,5,0,10,3,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
7807,5,5,0,10,3,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
7808,5,5,0,10,3,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
7809,5,5,0,10,3,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
7810,5,5,0,10,3,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
7811,5,5,0,10,3,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
7812,5,5,0,10,3,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
7813,5,5,0,10,3,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
7814,5,5,0,10,3,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
7815,5,5,0,10,3,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
7816,5,5,0,10,3,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
7817,5,5,0,10,3,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
7818,5,5,0,10,3,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
7819,5,5,0,10,3,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
7820,5,5,0,10,3,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
7821,5,5,0,10,3,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
7822,5,5,0,10,3,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
7823,5,5,0,10,3,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
7824,5,5,0,10,3,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
7825,5,5,0,10,3,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
7826,5,5,0,10,3,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
7827,5,5,0,10,3,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
7828,5,5,0,10,3,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
7829,5,5,0,10,3,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
7830,5,5,0,10,3,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
7831,5,5,0,10,3,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
7832,5,5,0,10,3,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
7833,5,5,0,10,3,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
7834,5,5,0,10,3,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
7835,5,5,0,10,3,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
7836,5,5,0,10,3,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
7837,5,5,0,10,3,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
7838,5,5,0,10,3,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
7839,5,5,0,10,3,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7840,5,5,0,10,3,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
7841,5,5,0,10,3,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
7842,5,5,0,10,3,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
7843,5,5,0,10,3,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
7844,5,5,0,10,3,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
7845,5,5,0,10,3,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
7846,5,5,0,10,3,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
7847,5,5,0,10,3,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
7848,5,5,0,10,3,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
7849,5,5,0,10,3,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
7850,5,5,0,10,3,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
7851,5,5,0,10,3,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
7852,5,5,0,10,3,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
7853,5,5,0,10,3,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
7854,5,5,0,10,3,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
7855,5,5,0,10,3,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
7856,5,5,0,10,3,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
7857,5,5,0,10,3,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
7858,5,5,0,10,3,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
7859,5,5,0,10,3,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
7860,5,5,0,10,3,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
7861,5,5,0,10,3,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
7862,5,5,0,10,3,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
7863,5,5,0,10,3,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
7864,5,5,0,10,3,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
7865,5,5,0,10,3,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
7866,5,5,0,10,3,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
7867,5,5,0,10,3,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
7868,5,5,5,5,0,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
7869,5,5,5,5,0,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
7870,5,5,5,5,0,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
7871,5,5,5,5,0,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
7872,5,5,5,5,0,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
7873,5,5,5,5,0,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
7874,5,5,5,5,0,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
7875,5,5,5,5,0,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
7876,5,5,5,5,0,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
7877,5,5,5,5,0,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
7878,5,5,5,5,0,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
7879,5,5,5,5,0,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
7880,5,5,5,5,0,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
7881,5,5,5,5,0,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
7882,5,5,5,5,0,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
7883,5,5,5,5,0,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
7884,5,5,5,5,0,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
7885,5,5,5,5,0,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
7886,5,5,5,5,0,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
7887,5,5,5,5,0,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
7888,5,5,5,5,0,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
7889,5,5,5,5,0,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
7890,5,5,5,5,0,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
7891,5,5,5,5,0,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
7892,5,5,5,5,0,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
7893,5,5,5,5,0,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
7894,5,5,5,5,0,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
7895,5,5,5,5,0,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
7896,5,5,5,5,0,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
7897,5,5,5,5,0,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7898,5,5,5,5,0,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
7899,5,5,5,5,0,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
7900,5,5,5,5,0,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
7901,5,5,5,5,0,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
7902,5,5,5,5,0,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
7903,5,5,5,5,0,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
7904,5,5,5,5,0,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
7905,5,5,5,5,0,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
7906,5,5,5,5,0,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
7907,5,5,5,5,0,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
7908,5,5,5,5,0,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
7909,5,5,5,5,0,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
7910,5,5,5,5,0,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
7911,5,5,5,5,0,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
7912,5,5,5,5,0,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
7913,5,5,5,5,0,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
7914,5,5,5,5,0,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
7915,5,5,5,5,0,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
7916,5,5,5,5,0,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
7917,5,5,5,5,0,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
7918,5,5,5,5,0,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
7919,5,5,5,5,0,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
7920,5,5,5,5,0,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
7921,5,5,5,5,0,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
7922,5,5,5,5,1,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
7923,5,5,5,5,1,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
7924,5,5,5,5,1,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
7925,5,5,5,5,1,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
7926,5,5,5,5,1,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
7927,5,5,5,5,1,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
7928,5,5,5,5,1,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
7929,5,5,5,5,1,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
7930,5,5,5,5,1,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
7931,5,5,5,5,1,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
7932,5,5,5,5,1,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
7933,5,5,5,5,1,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
7934,5,5,5,5,1,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
7935,5,5,5,5,1,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
7936,5,5,5,5,1,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
7937,5,5,5,5,1,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
7938,5,5,5,5,1,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
7939,5,5,5,5,1,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
7940,5,5,5,5,1,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
7941,5,5,5,5,1,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
7942,5,5,5,5,1,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
7943,5,5,5,5,1,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
7944,5,5,5,5,1,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
7945,5,5,5,5,1,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
7946,5,5,5,5,1,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
7947,5,5,5,5,1,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
7948,5,5,5,5,1,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
7949,5,5,5,5,1,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
7950,5,5,5,5,1,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
7951,5,5,5,5,1,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
7952,5,5,5,5,1,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
7953,5,5,5,5,1,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
7954,5,5,5,5,1,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
